"wonderflonium";"fallian marsh gas";"quality"
3.9218232138815505;4.069221285745634;9
4.2440179644266705;4.03022595671834;7
3.778158194737421;5.3387600565772235;1
4.541209480229108;4.252967386672739;9
4.300770584392558;4.556981724864295;9
4.434095915496483;4.05257953840729;7
4.579163495956032;4.142536798174093;8
3.53571175240167;5.076543034241487;4
4.490054455595344;4.375184598645407;7
5.031502030380148;3.7737835865555027;3
3.122998585760518;3.9740575633187847;3
4.018504128265338;4.089430976806197;9
5.0024659575752946;3.6621640592547466;2
3.9611090175771047;4.254267949532094;6
4.41787584360666;5.252249650587565;1
4.275728399464864;4.478609061906797;8
4.535362522015033;4.0620789745643675;8
4.792402186592246;3.6719047514137535;3
5.28946072667143;4.398638882146803;3
4.239039821652404;4.4920486746860355;9
4.410474102889019;4.653867032882434;8
4.324221903273578;4.086783814059085;9
4.809503456411819;4.873434916171831;3
4.060536238840102;5.228436289692753;4
4.318726309005828;4.084558880305074;9
4.06816269395906;4.092982215474037;9
4.435255837144592;4.208083217382877;7
4.0673369405507565;4.278504251015214;8
4.501789586478943;4.486556905716873;8
4.150868132285227;4.199526846405245;8
4.517082179560536;4.024060472239167;8
4.39790113277912;3.9601081326433847;7
3.9946000233134162;4.180888268864711;8
4.054699711431873;4.26381479766892;9
4.271720894701742;3.9274453045284954;9
3.397671259396178;4.1167599901794985;4
3.850382561588688;3.9667212692836005;6
4.037177010113334;3.9738055333535898;9
4.794780845251123;4.805242505974728;3
3.851496950335981;3.9395208851880383;9
4.556503268925103;4.48428703460471;6
3.573692143729141;3.3023171275260434;4
4.990186835747627;3.6207464515255765;1
3.3391266731519678;3.546661150324992;2
4.884055641105628;3.3287082228997513;4
4.343307968631804;4.142854650800676;7
4.176798878194855;4.207130522094298;7
4.432682347118962;5.088237959704983;2
4.329888103861685;4.333786444858754;9
4.137564249668857;4.0622677951936295;6
3.9872674244708026;4.5201396531768765;8
5.015119322722769;4.833237073855785;4
4.22610479972394;3.937286908822673;9
4.454902286931647;3.896575381602405;8
4.459060299267;5.200936590615249;2
4.053241641079269;3.892805590568213;6
4.921333823245364;4.871383832921734;2
3.2684208031292634;4.988513157049904;3
5.303058810128466;4.228388511765085;4
4.381006864100854;4.363744634605539;6
5.190018697979552;3.733076019044283;4
3.885603345806641;4.533548810585131;6
5.32883892078009;3.926831987402181;3
5.103488469661353;3.850811697392425;4
4.15637087927727;4.37299570870973;6
4.285651005435534;4.209547910535533;7
3.2208776949152265;4.444025053619904;4
4.083864915850885;3.99216921641372;6
4.282401902539092;4.309641330596595;9
3.265825508193736;3.8012366628359975;1
4.134828778630894;4.183072439628882;7
3.199328003551922;3.9588250366625233;3
5.103744980209486;4.896836095398381;2
3.9527923834244234;5.236240479501383;2
4.014755710409965;4.166143449246085;8
4.089653325021701;4.391738766914738;6
4.902718919358513;4.985090678800962;4
4.374775000084899;4.106670658081379;6
5.113572057906511;4.615944324016638;1
4.269371457034444;4.094588986647301;7
3.876713949102648;4.938373029714131;3
4.083138724144609;4.20416198526465;7
4.106394847577851;4.244300368477768;8
4.195479477552753;3.2613751916300924;4
3.861344041670745;4.148653296648655;6
3.5345474939282733;3.4142748725316165;4
4.971847894975087;4.641282308442674;4
4.539723574255715;5.278695668974105;2
4.070787450716975;4.3551971370790294;8
3.546326653390279;4.777047895168392;2
4.3407801913276645;4.240548579666411;9
3.412864916787306;3.4879852137705236;1
3.1472469692655194;4.295673988164808;4
5.178929987822915;4.559411926912292;2
5.346417040627783;4.17978760104812;4
4.143026275333013;3.924961127311669;8
4.945513418857919;4.455303893959353;2
3.760917719853418;5.024616173195865;4
5.44926041643655;4.025470700811697;1
3.8488052733705835;4.288448250712366;9
4.189013120564463;4.144591380293187;7
4.231327854708033;4.104232477326244;8
4.419217194526155;4.106150146551251;9
3.904694224126397;4.303331128297596;8
4.483268815421749;3.2225558803234637;1
4.111352810842156;4.297386093550628;9
4.778397744789036;5.161886971131883;4
4.061861917100338;4.366538436068417;6
3.2747608132895953;4.255388610131947;2
5.01309249403557;3.754735245781126;4
4.514344113608043;3.1804791765634723;2
4.0438122952178235;4.3612404515305165;7
3.1649596462557037;3.96628580619672;2
4.149870382046045;3.3546614089667965;3
4.247887091452913;4.517920458953101;8
4.425173159634991;4.001395429670216;7
3.6778559427447273;4.932111546530682;4
3.7635520943549183;3.5333951288716596;1
4.108861544463073;4.134604085041341;9
4.22846397186951;3.3166144599371883;1
4.676799027999578;5.199512598666;2
4.025022998694658;3.915603337767316;8
3.9976875207630185;4.21140671716179;8
3.92332955016216;3.4011610844206377;1
4.74784805856832;5.2065608068230755;4
3.2386120286479807;4.9471660163188815;1
4.025103975202111;4.269697673074258;9
3.4860808587987746;4.827824216404021;2
4.220779795400855;3.392522467658581;3
4.452837952928335;4.219758847651457;7
4.018899471691907;4.290934002100595;9
4.50137899413351;4.316155568511088;9
4.393822953486609;3.8273489530217453;8
4.2920351143141655;3.313177768725234;1
3.9811462519784344;4.155914588162196;7
4.42381428600489;4.998784080399224;4
3.666068028915137;5.048033274924202;2
4.384929632202558;4.268095320041929;7
4.625552775911688;5.086028822338543;4
4.896210803964074;5.229071582845188;4
4.257681387872341;4.053907273104267;8
4.421437909822284;4.027402259539244;9
4.146479926937676;3.2991555432330206;2
4.297464756952002;4.041392405517577;9
4.6146699277611845;4.403830292129839;6
4.195784330826114;4.045845316850457;9
4.695929391447391;5.257381913332983;4
4.243880116565062;3.8281133529690363;6
3.1323143842415275;3.9877197100335637;3
4.03417374694491;4.023943150120023;9
4.3244587565633195;4.223269037827519;9
3.1090856033611365;3.752263232896721;3
4.017184466284369;4.422494274200542;7
5.353432190858312;3.916751255432152;2
4.3386834737908675;4.299952886599643;6
4.795876770797463;3.5509310721662226;1
4.132445668921976;4.107452785129055;7
4.108710205024668;4.06103006702586;9
3.2827629365718933;3.7442313604261557;4
5.128147769107423;4.24555173860104;1
4.462477817988794;4.180341400077592;9
4.404714073922458;3.320788869601018;2
4.129289586081839;4.0894583519467815;8
5.110100500429666;4.938881400152594;1
3.2537509530666906;4.332416154446893;3
3.2448952243002434;3.953333748560687;1
4.405230125586148;4.147429001318533;6
3.2733883451399604;4.565238757243724;1
5.097783157279686;4.943137611596313;3
4.257664999695133;4.09686235737373;9
4.578004620342442;4.391322900215073;7
4.470433359394183;4.11629830526069;8
3.8961365389378813;5.286028288336257;1
3.3282964750792896;4.035277830790304;2
4.255822853388331;4.519082056458665;7
5.121986739995192;4.2845918935808776;4
3.148094540876195;4.132261296665506;2
4.258406871791575;4.333729034876172;8
3.1856875285608846;4.518645525382764;2
4.22752794394782;4.079995086015851;7
4.2635997363868405;4.138015852662053;7
3.3863198169511417;3.9200942740089557;4
5.3765318274115765;3.521331660520935;3
4.219673014691528;3.1557521587950856;2
4.3699164609949825;5.2774045562257825;1
4.418998091547016;4.393218169932996;6
4.750542453553667;3.3581079698599416;4
4.11467775679885;4.435366327238306;7
3.415357654716349;3.7929181420584275;4
3.441369521265778;3.936822202182146;2
4.4947167350223065;3.9938804641659775;8
4.282996463789612;4.215071419859309;8
4.954396811699215;3.331049762468547;1
3.3126089168945545;3.726573513643178;2
3.308246834906994;4.187321348250534;3
3.871058049686558;3.2999408182677636;4
4.1264018381941145;4.156544457399013;7
4.3268453243894704;3.3474641435985557;4
4.169733322818155;3.221354793399697;2
4.589014888141144;5.200991793387902;3
4.530704622051468;4.581152767910434;9
4.067107501152454;3.884143180999965;9
4.002257991775418;4.0542460499623685;9
3.986009426206263;3.463102578285471;3
4.590250706428789;3.3170811301842096;2
3.9877718092996997;4.537925928979668;9
3.4855892871294225;3.7528083070540976;4
4.467637127990675;4.243819558349587;6
4.4829976648923;4.087483611674059;9
4.323801614827773;4.428972319541871;6
4.020389467156227;3.2333637879688784;4
4.462073742559445;3.8564805488087375;9
4.002275167765715;3.2435465812945914;4
4.623509450401386;3.709822960365204;2
3.833977240328866;4.280635816965024;7
3.4627099424006023;4.465222290045594;3
4.056143174779893;4.038339670320896;8
4.138834406990005;4.073461822658977;7
4.296417063333009;4.141077296608184;6
4.298080150535228;4.076904748410798;7
4.234458573679725;3.9234691930382586;7
4.546760513327873;4.291019250238934;8
4.014238641007707;4.275791131493974;9
3.2280721237372374;4.4351078851917265;3
4.281750211471298;4.360769771544015;8
4.34185803322494;4.5112776182761785;6
4.758743000256858;3.7892264419845025;2
4.379795874097152;4.544848517298645;8
3.5587816274312782;4.963918523902185;3
5.392423005041213;4.021899558712211;1
3.449926919703702;4.649762246378421;3
3.608452397199505;3.623877526733369;4
3.2326939314083543;4.72287321821376;2
3.565640066445765;3.6998659085045054;1
4.088428658395262;4.4223831601138635;7
3.3372131418356017;4.4544771669531755;3
3.4763634882906596;3.5908298590048884;1
3.618162028199541;5.1530573255886125;1
4.480430585656698;4.658524854383128;8
3.8684546694437807;4.377941866870233;6
3.340176270829553;4.028473269376361;2
3.5443265346628827;3.2609832024355594;3
3.212309397281368;4.510446145449482;1
3.9136499760783447;5.117114122686458;3
5.011356870339795;3.9064846792009353;4
4.287890851744638;5.122692605063061;3
5.292089173462799;4.120346221808881;3
3.1615040222005266;4.2833804391839;2
4.267409860776183;4.053415861997294;8
4.4699144141585565;3.1520817882866146;1
4.2407160660128005;4.484604184024472;8
5.001205471600118;5.069992155206087;4
5.032169530776829;5.1309544148264825;3
4.087664638070632;4.166283082791656;6
4.057556594568081;3.0671139720484524;1
4.569133732092951;4.333972470276839;9
5.210591345097943;3.7681349239103943;4
4.240629732948681;5.091222305197269;3
4.102303582487839;4.106357029387552;6
4.100912277870717;4.084466341311926;9
4.0406302993414736;4.401258636518601;9
4.5540921945325135;4.325595881528273;9
4.577102450593896;5.070516280270985;2
3.9427839917242338;4.340557649376014;7
4.688398251344606;4.230359271799153;6
4.302173977435263;4.1807383845465065;9
4.093555345987366;4.26547931066214;9
4.369327934486033;5.221605431759617;3
4.027380612885282;4.491872312947557;9
4.200221960892894;4.2250864814574145;9
5.102288291330188;3.863512173157037;2
4.156356130851445;4.503420575017212;7
5.374441862956793;4.2565676851549705;1
3.9914070539900064;4.386254691530289;9
4.256555972124142;4.076970986746241;6
4.702684248939889;3.203142918234555;1
5.138270850105666;4.675024077162654;1
4.098547283801617;4.2039128631583305;7
3.211065854683585;4.554066820664302;2
3.417714197793715;3.7793288948753383;1
4.581053839514603;4.272846886078952;9
4.13655610625065;3.889017091605242;9
3.828639032268064;5.182607928954036;1
3.3856347690993527;4.2832748323835705;4
4.309101539654496;5.279565647846823;1
4.465469052132165;4.0036406234708855;6
3.643935187147393;3.5842570521997503;3
4.024467687943146;3.357105249812598;3
4.069798245584003;4.239698558579393;7
5.018154490456362;3.596533581082448;1
3.6694887934335325;5.160659106434363;1
4.243336937824423;3.369248033076002;4
4.389243463750559;4.076524185712262;8
4.599332770625483;4.44337953104679;7
5.140268800456765;4.518918590790474;1
4.076835754634281;4.029166522372026;9
3.459059702109469;3.7743117255382566;4
3.833984533543225;4.209325372350187;6
3.6495660708779325;5.145160924851876;2
3.875831765542417;5.101918091307457;2
3.4148929949831253;3.7692126587708805;1
3.553987923395427;4.936129297171018;1
4.373515255948618;4.453453557613207;9
5.296605852340701;3.8867378182457415;2
4.444848441857372;4.12168226574653;8
5.022264842252394;4.626547070312824;3
3.9865119723378295;4.309255975051131;6
3.974195156425285;4.242971349277289;7
3.4469318128150954;3.6883143392623348;1
4.130678950602303;3.834710799436532;7
4.457555453580446;3.960639279283536;9
4.009798242070547;4.37865801148345;6
4.643747664236151;4.427207196372692;7
3.973255543605992;5.17964615021019;1
4.868864920889799;3.407041885827603;3
4.257305995340559;5.3872482397953085;4
4.464281595502597;3.2998969510055636;2
4.1412722394269785;5.198978215278945;4
5.4944718633165905;4.121130128747184;4
4.208337355345082;4.169854741973452;9
4.878444058846731;5.122976617781916;2
4.000987195306979;4.264086288426853;7
4.244947378526279;4.356653343023757;7
4.185094684849751;4.151020118680146;9
4.316613061269175;4.055143400757251;7
3.938762581872829;5.245325972580075;2
3.6049463785900393;4.979666174165012;1
5.176125279677461;4.390972697294194;4
3.6783031878480448;4.906170344151505;2
4.767831182719867;3.3821315438518393;3
3.6618525909763493;4.951904178762834;3
3.905009613112432;4.2024704213513875;7
4.257197948786521;5.298499273582923;3
4.205978454079791;3.912461105960775;8
4.4328104077455714;4.165211632140205;7
4.380459218179696;4.098039332880828;8
4.07865675120496;3.9865280418195566;6
4.489159379154533;3.9335598423777984;6
3.387537689508015;4.6127412784990725;1
4.854509161072059;4.891670304857823;1
4.44973989965832;4.458678306092516;7
3.3161502965966037;3.890915529762137;4
3.606388826912018;4.8206319675527;1
4.80355813562037;5.022904036541023;2
3.3522151288420896;4.435310767198733;3
4.226323214856699;4.404781556949768;7
4.342779764373224;4.3208457783877;7
3.9704440352462127;5.08690934760399;3
3.723458517459197;3.1729761144642863;1
4.29504341770998;3.913992986850321;8
3.8411581539210937;3.3356318697521057;1
4.1835605753779115;4.006036645724995;6
4.271226191857633;4.337705356177714;8
4.5151977873733635;5.172136783636144;3
3.3619347307324565;4.526277720100069;3
3.445620951278026;3.8857316758222646;2
4.230395026245698;4.466706129147707;7
4.156968033187992;4.125717497895789;7
4.467577403424412;4.176017372735149;8
4.491982181781397;3.975623938543873;9
4.502056863760609;4.474342770197775;7
4.7149235601853405;5.1544892343190805;2
4.94300188356126;3.3748386661554406;2
4.319503961024902;3.9069300459609067;9
3.377906774926517;3.964363493576356;2
4.094038500128527;4.168968547583144;6
4.47435444273088;4.158559860088027;7
3.341550240541923;4.329144500645127;1
3.8593545427104248;3.409903709345116;1
4.654219204906163;4.207571941941838;9
4.449917308387487;4.282523957426955;9
5.020616368515257;3.7272905181849287;3
4.47940111293008;4.380780517929988;7
3.3162071743188086;3.9324704782771396;4
4.322011842330563;4.320930911227775;7
3.8275479373250167;5.240026194230162;1
4.3753533268615135;4.37592197178974;9
5.176295192261212;4.170283007843104;4
4.4272861459378365;4.315269081749767;6
3.9712764456829763;4.517128466487334;7
3.4877639877057853;3.7111827944923848;2
5.150383875679919;3.6396207400065084;4
5.38317572467937;4.764239125933812;3
4.441074111296856;4.268264200184944;9
3.8519742016550045;4.119853426721419;7
4.112630784136996;4.5516256296702124;9
4.163388889439;4.076444333515756;8
4.162493988187466;4.103460737911963;8
4.340847210586115;4.464613290710295;6
4.340525336192775;4.026831753753319;8
4.520850323605233;4.197862381897957;9
5.256678155050677;4.577358554551017;3
4.122010061102155;3.228564151482355;3
3.497505932603447;3.9283530870053855;2
5.086942299008791;5.147675134791687;2
4.401259172649997;4.370584873025565;7
4.4176795971304;4.373791138621704;7
4.421701887998258;3.9741439459517998;8
5.226155909826581;4.825774648681831;1
4.321839797604552;4.457620444030933;7
4.169970169512495;3.915626779792992;7
4.387232831109415;4.65216904973249;8
4.230993894116241;5.265533063508981;3
5.044744529692969;4.42455464218852;3
4.480809832542317;4.553453915278929;8
5.3010443741328;4.951359736755363;1
4.105255373947544;4.398644397353145;6
3.8406694320832315;4.202767781304798;6
4.668875889888167;3.4941259558560196;2
3.5777277884030263;4.921085709414512;4
4.012981996569723;4.1702704420373795;8
4.2361971927077775;4.472885553734445;8
4.285835284865639;4.33311100150952;9
4.919321996070519;3.7760170231012085;2
4.07504332443928;4.340405671542387;6
4.595493486642321;5.135415651592394;4
4.505549252219894;3.985329940099833;7
3.483034714716532;3.641757446969538;3
5.266974098701521;3.8239593013460036;4
4.187130861483646;4.285358606356078;9
4.162495068254144;4.276645399701564;8
4.492380103884839;4.3968480735705375;9
3.776663224921867;5.256288986734393;3
4.2401201652073635;5.354447953165721;2
4.077878960320288;4.450412185626102;6
4.411018377672985;3.158571955777609;4
5.298990769526017;3.937518559360361;2
4.28827443089843;4.375565149589022;9
4.860327569558035;3.5883336246592847;3
4.029923162488641;4.256408535160448;9
4.321852903711925;4.26444882219866;7
5.239235392347984;4.657444867981415;3
5.165794149792901;4.54098207969197;3
3.3117620944787824;3.776892021539025;1
5.234632839870267;4.699260437629174;4
4.030528734835003;4.092758745285083;9
5.288387429220585;4.053047553155414;2
4.758875126310063;5.045140336117107;2
3.9631681998595467;4.193552536599614;9
4.014716180510017;4.023546817475981;8
4.2234786914561315;4.511717712936867;6
5.053521378704374;3.4676346056569196;2
4.4249500858413295;4.117339057631714;6
4.579951390215909;4.252922976330201;9
4.36377822378681;5.218933722158058;3
4.075136590274463;4.391904405758536;7
5.233013737434731;4.735399393073511;2
4.029964824136782;4.3013026897497735;6
3.968415915085154;4.4999888556715;7
5.287079926075052;4.842489462641068;1
5.220695984171886;4.498634361230294;4
4.008040032747135;4.326210758709073;6
3.4993010667577007;4.804760053556609;4
3.6032718400141244;4.922295541256237;3
4.16468489293301;4.290450693223088;6
4.357918319050977;4.453871844096202;9
4.294490991867479;4.148869341695023;6
3.1767382105395026;4.184958047200915;4
4.382066899630257;4.179698100944617;9
3.437014924217463;4.231179800299915;3
4.203710861914531;4.422139185545524;6
4.294455867627158;4.190392304507695;6
3.4011359600302584;3.656102455579024;4
4.096601055169354;4.553455458780256;7
4.238302560102048;4.454117897280694;6
4.331425304143686;5.23612376599036;4
4.822086657347399;5.185352476590859;3
3.0372828467057826;4.372281261526151;1
3.824450030717987;3.2453686307753378;3
4.228919212499491;4.097567670111929;6
4.549237264918451;3.4057737907960184;2
4.266393462365587;3.9997527589227864;8
4.351168605982165;4.335438916541259;6
4.460026090809541;4.273670908777303;7
3.8218423549200407;4.293933251128525;8
4.95086061028532;4.900373178591346;1
4.200119570025204;3.121134371619992;1
3.429135843034814;3.4735445476321125;4
3.69508961928112;4.971961084015147;3
3.655198233243805;4.741282106214106;1
3.972658493080796;4.3730241464070145;6
4.113207327186145;4.625696629062406;9
3.331156877293558;4.440938247017447;4
5.031341487164513;4.010977457271425;2
4.384087324441676;4.078185634892694;9
4.056986562925873;4.264904137513433;9
3.8908300543243017;4.102218689094852;8
3.7568999092719206;4.024898013038021;7
4.4102184929130255;4.605414400540132;6
3.4875746230008917;3.7655446998732294;3
3.8821428306955883;4.294536937185571;8
4.518640841537512;4.354569030876392;6
4.2254264421625605;5.1417289941294895;3
3.9307999321806038;4.228494741304113;9
4.320105643657481;4.481692963512809;9
4.271858650137032;4.169800511888876;8
5.037602715636944;4.644295773114561;3
4.127549219971318;4.310539391564953;7
4.035890387272459;4.0607750346800024;9
3.4599612850155648;3.8925436681357715;3
4.08686364729119;4.425280097121098;8
3.2741688578958508;4.3016115298123445;3
4.079006775992369;3.4275111377957357;4
4.3790706585583035;4.443263234811425;8
3.145347890884164;4.781295537329622;2
4.232085697393618;4.379871204400657;6
4.582814270936548;5.095111365526683;2
4.555496084817145;3.151415549162876;4
3.6290351463224315;4.781232007241212;4
4.372836322623371;4.218791630608598;8
4.121730051590557;4.39617267672863;8
4.164494126826894;4.176945786017222;6
5.164229144924224;3.864239456331528;1
4.377821691290785;4.245469102758914;9
3.8993178395901458;4.169431067051857;8
4.940827496764154;4.828649873932987;4
3.1544656154960284;4.339564829963219;3
3.2312058794085265;4.5802429174110015;1
3.42592205329595;4.209441934670624;3
3.5585863776249647;4.712230072646351;1
4.31082360088132;3.8408710871206555;7
4.402934841834499;3.1675853174170863;1
4.887132169318693;5.092238573467318;4
4.067899212040447;3.9005140443682786;8
4.449671102691456;4.408916243417244;9
4.611300499614524;4.126433923636119;6
3.915459414100568;4.40805959281113;6
3.9728948813292666;4.231906643720649;8
3.493369169885402;4.699542939206891;3
3.1741463858214645;4.4520924104285475;4
4.702418551074419;3.3807699682184706;1
3.3035453419409166;3.545336565848081;3
4.017492563792199;4.00441933802862;8
4.08267036306404;4.222651987836135;6
4.152853474787478;3.2011539992561815;1
4.344402721593812;4.118644338723701;6
4.455493355900455;4.171882743034005;8
4.357517213753408;4.5105170506801056;8
4.206987259448161;4.12547755035603;8
4.161353693761703;4.351596187470987;8
4.033331316880436;4.611306100808411;6
4.287972326240642;4.595470069692784;8
3.6100107543154403;3.367017173244779;1
4.115032626663636;4.320642470835264;8
4.526739423682836;5.393076313346021;2
4.075744881879352;4.911973404153741;3
4.3879118727374;3.9510609285271623;9
4.523266698411793;4.46622054039991;9
4.407743926987327;4.235376954026279;7
3.1062461488587547;4.36601777159678;3
4.205304144724735;4.311751831471296;9
5.192046755545853;4.356825237921048;2
4.334208545594091;4.427985184617753;6
4.533234685022595;3.285388412953519;4
4.261907963541732;4.006542740131863;6
4.368163042929403;4.278906185829296;7
4.127208032359038;4.447904477546674;9
4.279743045490042;4.1544796215939215;6
5.032169381782361;4.824628812936986;3
4.505977654064438;4.461567338048292;8
5.137386861699967;3.624745100195376;2
5.058272286378369;4.827151220174214;2
5.127786905850705;4.880741345599355;1
4.0430426608750025;4.0942982046155585;7
4.196277320889474;4.418035683647626;6
4.12431755671711;4.315899738268323;6
3.760244425005218;5.0556580137665055;3
4.0318659410879825;4.465787730281428;7
4.105653639202129;4.472199777943701;7
4.258468492571047;3.870748487156455;9
4.309976617040034;4.427530336050098;8
4.044992265103743;4.206053227201395;6
4.507306219488182;3.525093840389192;4
4.46847160747034;3.926227397921335;9
4.413056969057052;4.4721363989545235;6
5.2327709278233225;4.285188832876934;4
4.564696568216659;4.22776813809574;6
3.9030290494194837;4.5389325785746815;7
4.957935983518059;3.47404711485604;1
3.2209467702856083;3.9234110147558585;1
4.055912185579913;5.1047876853053245;4
3.960071608389627;4.279139712785514;9
4.256635720086592;4.492443150916452;9
4.749346227181164;3.274831555753096;4
3.8450242610683034;4.01387093519299;9
4.160208272078677;4.177481249546985;7
5.2148379313004;3.7370102882289613;4
4.125937542042912;4.593740166418215;9
3.9062169421900004;4.20610147507128;8
5.227538500358679;4.666176730068415;1
4.313442355837428;4.456408410495632;8
4.790345638404179;5.165024076590236;4
3.962512095320968;3.281916003068056;2
4.243353227258551;5.383374083333576;4
5.304311401068475;4.113495715562392;2
3.849504708380189;4.316073714503972;7
5.08760050619226;4.584465065208659;4
5.140780139435671;4.725288114061573;1
4.015423978952007;3.364450153355732;1
4.427908402956341;4.371624069051218;9
4.554180655728164;4.3654486202202865;8
4.367720085165873;4.336100556069976;8
3.9343714552060263;3.2134140769890758;2
4.776023656988549;4.997817698633663;1
5.353201777892255;4.2668199922183785;4
3.723976610434912;3.401293385266677;2
5.0041573097881775;5.0243157559547384;3
4.590835636601165;4.258125641269752;9
3.5680740586591937;4.918850800153925;2
4.972030137366722;3.4423574753592434;4
5.290567721209129;4.043861711132223;4
4.466628335278764;4.422453796539216;8
4.310177022674174;3.7714817280839377;9
4.310393696516434;4.344261423073782;8
3.9670053788742274;4.151298319439107;8
5.204780680705313;3.9887612932245697;1
4.366518993467778;4.254309126120072;8
4.335129151626139;4.076048845062552;7
4.664191706754771;3.5330172115560075;1
4.31446125023928;4.175514193670677;9
4.06374619136748;5.33379725048218;4
4.394900381250427;4.360739105573804;6
3.129375318322645;4.574750296602725;3
4.602497349701663;4.316206961971897;6
5.323234872236787;4.1493681261702;2
4.3133271702099165;4.436433585325317;6
5.162858069927245;3.816356339324031;3
3.9212134432170935;5.3076917166256985;3
4.096114794968958;5.339325893401735;3
3.789529389079723;5.095155313829879;2
2.898666578210876;4.373139400077244;1
4.346654151433102;4.528856540455067;6
4.396234880000581;4.255894955266724;9
4.54649308880239;4.269575819037194;7
4.245974834054109;4.029660352291993;7
3.1869454359311487;4.168875542983767;3
4.398912391364869;4.502615452735785;6
4.296959888251255;5.217260021445727;3
4.264159425439576;3.384463447670223;2
3.844541825170797;3.5428759329138244;3
4.239039920502089;4.309895418594355;8
4.3149257199932505;4.344853888966446;9
5.154569160913729;4.963353031488936;1
4.502409324323721;4.536174426905604;6
4.486598209381268;3.351380688213765;1
4.11772145642577;4.288397450907799;8
4.421246625098838;4.259436076406771;8
3.5628306727502945;3.5243681726329545;2
4.250502543075023;4.0687586991128075;9
3.6692909570322065;5.105855850334404;3
3.957147027681318;5.251187133015295;4
4.723977955883932;3.4992444125319175;2
3.543579433849014;4.716261450374062;3
3.9768956559368576;4.353204613250291;8
3.0901558406143628;4.553137494535644;4
4.858174338792932;3.545857732476874;1
4.573782687799511;4.397353648634736;6
3.9834497672934814;3.9987474504127896;6
4.295334130201082;4.491422737532196;8
4.148307212120005;4.442431060703108;9
3.917752776406274;3.4236745694138078;3
4.0249962365256025;4.232744789123518;9
4.090993875804423;5.316191225660623;2
3.9466681734767817;4.336004767895026;9
4.343806617492151;4.278152691186821;8
4.502201342668831;3.9851977099546927;7
4.404244601075779;4.164593112300402;9
4.485045434443272;4.229443691851887;8
4.160350632499119;4.026764692981577;6
4.3442688807073635;4.163257138719791;7
3.4425982603843934;3.5909405204956126;4
4.285210460032749;4.061857848017558;9
4.301978413044168;4.081117985481478;9
3.925961082928236;4.389093521092231;9
3.811805761627556;4.333578599920881;7
5.297855622191181;4.448269807755162;4
4.036678078071326;3.9818488347478844;8
4.373598576257095;4.35981023197015;7
3.2323292729597215;4.128139877544518;2
3.545278084576744;4.797367463654381;3
4.417350638520683;3.144450928345252;4
4.22339284552693;4.597854082659531;7
4.89387768242164;5.000860824289217;4
4.137255751929457;4.422207745410625;6
3.4508334095834448;4.76787332833512;4
